forecast_origin,horizon,Output growth rate,Consumption growth rate,Investment growth rate,log Hours worked,Inflation,Wage growth rate,Federal funds rate
43,9,0.0452298048491556,-0.131878151026467,0.616504189628147,1.51075775925393,1.00119090060881,0.03363137601521,0.965257471892034
43,10,-0.0212751643343255,-0.162494182992406,0.449832629475911,1.45299443574859,0.906338675037837,0.0276554212190764,1.01063167823247
43,11,-0.056334679908901,-0.164536574648263,0.320042793967866,1.36026733599109,0.817092028741461,0.0301702538345385,1.04645943037729
43,12,-0.0660188074454807,-0.145738991594845,0.22584077742403,1.25031874989677,0.736382969682532,0.040040729243049,1.07399253267554
43,13,-0.0565241086232739,-0.112758144055837,0.162701954914421,1.13656152436466,0.66594097399465,0.0557739583809775,1.09456624192785
43,14,-0.0336008288255211,-0.0711180804493308,0.124746615305178,1.02845468791707,0.606494750593134,0.0757550310978333,1.10949497120498
43,15,-0.00223828668766174,-0.025236662860616,0.105910687450949,0.932069223821774,0.557989504351904,0.0984179897576688,1.12000173081938
43,16,0.0334739241280493,0.0214970348759092,0.100628390072471,0.850727687120107,0.519798225629921,0.122359181170796,1.12717446767967
44,1,1.14083709058159,1.58763003631049,0.270320354370378,-1.05205479197256,0.964841334415868,0.449923464478946,0.215568304030564
44,2,1.4376976737686,1.52756597578329,1.55975388584615,-0.0527021840206316,1.28082948574219,0.470181444637064,0.282654550381549
44,3,1.26500502187421,1.13645200822923,1.94909438884865,0.810523634268874,1.4300030680868,0.414664091581155,0.381339063201496
44,4,0.958541402195318,0.718688810777284,1.90651963541367,1.44854753976001,1.47733610784735,0.336503328059079,0.486451789837159
44,5,0.647694425148916,0.368902632555056,1.66857368846483,1.8607500698975,1.45638194078552,0.257846236207103,0.586091081818972
44,6,0.381234881856446,0.107826077539497,1.36161302581147,2.07937288010981,1.38972889789086,0.188892436525284,0.674755130356465
44,7,0.174446055930616,-0.0693246383405525,1.05375255260455,2.14650226246891,1.29468110602031,0.134304133996501,0.750288539030013
44,8,0.0278146323433373,-0.175429975283424,0.779758982698654,2.10401623370599,1.18484104125565,0.0956469497089258,0.812399444573193
44,9,-0.0648790601772538,-0.225068260126568,0.554527120708097,1.9891359694865,1.07066020769252,0.0725601321115726,0.861858803234033
44,10,-0.112661535749073,-0.232103993337912,0.381139269068749,1.83265514286387,0.959797978664549,0.0634804277161224,0.900021584509364
44,11,-0.12529713397437,-0.208774170137107,0.255983830791185,1.65856586598149,0.857487396085734,0.0661637677147945,0.928518659494525
44,12,-0.112134533911117,-0.165381339735429,0.172076927688736,1.48444350853063,0.7669296115661,0.0780764347613494,0.949051985418642
